2023	108
21501	123
3527	112
10667	121
10510	120
9376	121
34832	124
11286	121
4615	115
689	90
17882	121
5169	118
13316	121
31168	123
3970	111
59581	124
14324	124
8548	120
185	50
12429	124
20792	123
1554	91
7533	118
16840	123
3773	115
27438	124
2625	103
18716	124
1346	97
2800	102
23278	124
34633	124
32732	124
30276	122
5615	118
2094	106
2019	96
27892	124
13091	121
14987	122
2213	101
49978	124
2363	101
16195	124
14994	123
31125	124
1862	105
154	41
5340	116
8606	119
4032	115
30748	123
7071	118
2511	103
18325	124
2473	104
7707	118
15418	124
23954	124
15773	123
16899	122
1089	99
36756	124
6792	123
11394	121
12372	121
27126	124
24728	124
3800	111
37845	123
50726	124
7635	118
12625	122
4175	114
306	72
12851	122
15393	123
13103	121
8097	118
7808	120
31960	124
911	90
17332	125
36733	124
8934	122
2775	102
11835	122
15866	124
9674	123
15798	123
14079	123
17252	123
3927	109
16020	121
4404	118
6091	119
10128	123
12993	120
1410	98
5427	116
959	96
18118	124
4637	114
1678	96
8378	118
5749	118
56290	124
12583	123
1822	97
6907	120
9459	121
1906	104
11797	119
11154	120
69448	124
21401	123
11870	121
1743	96
16401	123
1264	99
18927	124
27804	124
5700	120
13101	122
26471	122
14563	123
7068	119
3713	113
50265	124
6949	120
779	81
29013	123
4721	114
3797	109
6933	119
20090	122
8379	121
6540	117
10814	122
15	11
576	79
31613	124
40689	124
14900	122
9802	115
10520	122
21516	123
8496	120
27836	124
3881	111
420	72
11912	121
4890	112
421	69
50993	124
21755	123
11147	122
3853	115
7554	114
18191	123
1309	98
3335	111
49956	124
22457	124
39458	123
6279	116
8459	120
10746	123
836	86
9268	122
10654	119
15542	122
23027	122
20234	123
29473	124
16437	122
2231	105
66	26
27659	124
5208	112
44593	125
1064	83
4110	111
7177	119
11096	122
6931	118
54237	124
1449	86
10430	121
629	88
30622	124
16571	123
19134	122
10070	121
827	82
23066	124
3713	113
2078	104
9385	121
3382	112
7159	114
5631	119
24673	123
5403	117
4213	110
35593	124
26726	124
8817	122
691	77
9297	118
35338	124
1241	91
32705	124
50239	124
27771	124
9704	121
31777	124
23889	124
977	90
9766	121
2618	102
7685	120
1709	97
16575	121
1214	91
5523	111
17265	123
9809	121
8221	120
1400	96
22334	124
77450	124
3080	108
5992	119
14887	122
5609	119
16204	124
2854	100
26725	124
3817	114
829	90
43663	124
3777	120
24820	123
19450	122
10172	121
21763	122
3070	109
6487	116
14002	119
9391	120
1292	92
2249	102
8574	122
11755	120
9893	119
3136	114
5572	112
18065	123
6119	119
22512	124
8852	119
11518	121
17238	122
46362	124
33246	124
9769	119
386	68
14822	122
47283	124
24020	122
7293	121
35804	123
181	41
30891	124
981	90
10567	118
3731	106
9345	120
3344	109
5550	118
13888	120
1413	94
14776	120
1348	95
3852	115
10209	121
33486	124
16899	121
2542	106
8761	122
48718	124
2631	105
12322	122
2364	99
12328	120
9093	121
18080	123
10611	122
20864	124
4744	112
19805	125
36726	124
4178	116
20641	125
10217	122
25	18
12513	124
35829	123
13740	123
14863	124
9148	120
14202	124
9155	118
2928	109
5700	114
648	71
4257	117
6846	115
5532	112
7630	119
8605	118
7463	118
1834	101
24735	123
4735	118
14867	122
18983	124
23932	124
6985	118
1367	82
24670	124
21276	124
8515	120
46230	124
4222	113
13218	121
11006	121
6566	117
21590	124
36623	124
4046	115
14455	123
7541	118
2004	102
23626	124
1625	101
28115	124
62748	124
6337	118
342	64
35748	124
2347	102
3137	113
7957	122
12509	121
11793	122
3251	111
7248	118
2722	107
11877	123
13936	122
11679	122
20591	124
1081	90
6094	116
9178	121
3926	111
18343	122
10633	119
6125	117
1728	101
2886	112
956	87
587	77
7962	114
6648	117
15610	123
9717	121
9952	122
9779	120
19668	124
13474	123
13509	122
15350	121
3447	109
18575	122
14865	123
54743	124
5733	115
8916	122
31484	124
21656	124
6433	115
587	80
17922	123
6000	115
42371	125
967	82
6593	119
1778	103
20413	124
36516	124
18686	124
1675	97
12743	124
8911	119
33056	123
2865	99
9494	123
23947	124
16571	121
13807	121
8810	119
48483	124
65241	124
27327	124
6050	115
3024	103
19328	124
9319	124
21452	122
2701	106
2650	101
44190	124
8445	121
507	80
18743	123
1296	94
4903	114
36691	124
11816	121
2559	100
8254	120
19594	124
10439	123
24435	124
1942	99
27326	124
10362	122
49030	124
93	41
7844	122
7714	121
11337	122
2919	107
6184	114
1098	92
16297	123
15786	122
1281	91
14827	119
2806	106
34179	124
11892	121
16496	121
115	39
35209	124
18687	124
5170	117
6702	115
3707	115
17779	121
30144	123
8010	119
8606	121
8285	118
25209	123
5401	118
18261	122
8272	116
26446	124
8428	120
1826	101
27810	124
30190	124
1503	91
2624	104
13596	123
31067	124
4502	111
394	65
9092	116
11391	122
10370	119
19007	123
8499	116
22076	123
11021	118
18923	124
9055	121
45815	124
12079	123
3272	109
39877	123
8958	121
7269	121
26552	124
18035	123
8202	120
907	89
3039	108
3389	109
33818	124
13568	122
4073	114
6481	115
16447	123
34618	124
28404	124
11102	120
16711	124
21042	123
53576	124
11370	119
4635	111
22639	123
1629	102
12036	121
9479	119
3655	111
9846	121
16393	123
21374	123
2958	107
21994	124
12149	121
5316	116
9247	121
10459	119
616	79
4569	112
8013	120
21389	123
7614	118
10285	122
3580	112
7013	118
8080	119
3149	107
29914	124
18458	123
1948	99
12626	124
10120	121
8937	118
23471	124
4462	113
45233	124
1114	93
1827	98
38307	124
22980	124
11900	124
4663	119
535	82
29387	124
50509	125
929	88
21271	122
37434	124
19161	123
7156	117
20140	124
4593	112
8157	119
66363	124
10195	122
12254	122
2049	102
4350	114
608	79
14937	123
14971	120
4041	116
10881	121
25209	122
1394	101
159	47
11002	122
3950	106
9919	122
34783	123
3802	115
35223	124
19606	124
22414	124
18681	123
6928	116
26598	124
2872	108
4892	108
18452	124
2316	100
10202	122
65505	124
6307	118
9538	124
5430	120
4169	110
28639	124
5090	116
11412	118
21993	124
39401	124
1425	94
