346005	214
231231	213
336619	214
71805	206
146291	210
19790	193
849686	215
154644	210
387740	213
3395	146
450625	214
874432	215
524925	214
687916	215
20670	193
911428	214
475	78
197753	212
406521	214
279476	213
85162	207
1285221	215
643940	215
108377	209
36517	197
258188	215
402883	213
488364	215
32493	195
462399	215
5548	156
326213	215
24361	194
727040	214
629961	215
339950	214
213345	213
836365	215
506250	215
28712	196
11404	178
86772	208
292305	214
255256	212
1171638	215
4468	165
585613	215
75147	207
707429	215
13519	180
1185202	215
149265	212
615473	215
88366	207
32248	197
206391	213
671355	215
180307	212
50131	196
393731	214
74800	204
1169656	215
5459	160
178633	214
107459	211
354852	214
121558	211
454	82
379484	215
822339	215
238847	212
168475	212
694300	215
142556	211
235318	212
267083	213
17085	183
49305	208
7719	168
467672	215
14029	181
91469	207
228931	212
115860	209
450066	214
761577	215
507431	214
770225	214
246586	215
438979	214
366543	214
1030061	215
57870	201
83840	210
80122	207
485015	214
71557	206
44892	201
62909	206
789858	216
155488	213
187760	215
43664	202
370734	214
112140	209
40223	200
5362	160
51857	202
76823	205
28960	196
34247	201
24524	200
790432	216
491864	215
88248	208
85742	209
12965	179
143106	211
518508	214
371038	215
300978	214
796246	215
243132	211
142581	211
615259	216
108362	212
94283	210
77360	205
293040	213
311226	215
327954	214
721088	214
144819	213
357909	214
585860	215
316196	214
106623	212
6381	167
880110	215
470655	215
825985	215
940369	216
291045	214
449503	215
7568	174
28992	194
197526	211
109583	212
382892	214
886259	215
86834	207
167414	211
2798	139
495720	213
650870	214
86904	208
420231	215
91312	208
16991	194
346164	214
344678	214
71504	208
217418	212
813640	214
449349	214
281774	213
178632	212
26029	199
1171585	216
360313	214
526746	215
314838	212
702876	215
1076125	216
898875	215
480952	215
29706	195
2161329	215
2041	125
200941	214
21540	192
143890	210
432392	215
15916	188
266836	213
98459	211
78166	208
768546	215
470762	215
538501	215
63479	206
408495	214
38331	197
29440	193
372428	216
678958	216
340182	213
40007	199
624338	215
322429	213
103492	211
1133818	215
6442	169
136287	209
843816	216
204591	209
121965	209
40196	197
320566	214
64856	202
37256	197
516181	215
39042	194
1345000	216
310145	215
166423	210
1439172	215
138851	207
26529	197
270785	214
144363	211
172023	211
6186	155
193197	213
13287	184
311066	215
47343	205
378283	215
910102	215
191051	210
471624	215
41288	199
913579	215
20900	196
160816	212
213030	209
316186	214
191852	214
453755	214
262411	215
469827	214
51487	201
949678	215
71370	204
281388	215
672277	215
408003	215
43827	204
615128	214
625516	215
253549	212
721073	215
541508	214
1236663	215
806677	215
529227	214
46905	204
77694	209
119712	209
408831	214
294763	212
206988	213
65306	209
290874	214
25057	193
271363	212
16454	189
868139	215
603339	215
487021	215
50130	202
419761	215
18946	190
858510	215
264229	212
406855	214
710294	215
100694	209
272481	213
77143	205
38528	199
111606	210
589979	215
23840	191
575938	214
445522	215
30383	188
3356046	216
460403	215
356322	214
172616	209
455035	213
871119	215
593089	215
279929	214
133017	212
149528	213
310455	214
131082	209
316309	215
211385	212
100141	211
140283	213
63603	208
1123252	215
374144	214
1485708	215
180822	211
171497	212
1511	111
69580	204
529902	215
642405	215
393136	214
168409	208
722213	215
99668	210
40965	201
48589	199
72215	207
5605	157
44310	200
54412	202
694278	215
165710	209
169571	210
14317	186
809788	214
503928	215
1367191	215
405066	215
325022	214
104801	209
74182	208
457479	215
98696	209
18860	193
276325	213
198519	211
397791	215
108669	209
38017	196
794005	214
115625	210
50548	200
39521	197
274894	215
13009	177
66652	205
190574	211
156220	213
916854	215
226687	213
213935	212
202847	214
517246	215
681897	215
1079821	215
626184	215
101026	210
192494	213
18699	186
135015	212
17826	186
134860	213
55039	206
435810	214
267153	213
62007	205
255836	213
166810	210
2504	129
259669	213
265081	213
8014	169
1562581	215
46986	200
452080	215
381464	215
177684	212
3644	157
243537	212
236524	213
2596	133
664464	215
156334	212
493803	215
161955	210
605221	215
57098	207
230	61
704521	215
533658	215
8769	168
563574	216
715934	214
55957	205
14729	180
147438	210
127178	210
33931	195
240193	214
540812	215
9563	170
19839	192
197955	212
92270	208
34253	199
119726	213
487822	215
4811	161
306898	213
658386	215
567534	215
256000	215
28355	199
520685	214
305790	214
20196	189
7659	164
104057	211
554764	214
288806	213
302234	213
1479	122
45672	202
553090	214
419568	214
44265	202
484720	214
67150	209
619583	215
120035	209
340550	215
217164	212
553816	215
147433	209
772668	215
743266	215
9770	176
325518	213
67957	208
784706	215
776768	215
34887	200
939371	216
535749	214
1084039	215
90067	211
111070	207
1076094	215
19967	200
99335	210
98582	209
224837	213
439641	215
414033	215
139368	213
255681	211
175547	212
498245	214
411334	214
130607	214
734518	215
707728	215
126000	210
761517	215
517166	215
388895	214
882457	215
222510	214
712432	214
551427	216
134268	213
224848	211
128412	211
882768	215
10102	181
42369	202
440792	214
59059	203
70944	210
692418	215
37495	203
242277	213
428629	214
696581	214
798385	215
154438	210
158300	213
1449786	215
280953	214
259895	214
26421	195
841309	214
2156047	216
200201	211
58477	203
1094980	215
111734	208
369344	213
351865	215
904099	215
622620	215
341492	214
178450	212
71538	210
1110444	215
525576	215
256086	213
446246	215
357025	212
10357	171
140155	214
259614	216
294637	213
100473	210
317477	214
26737	192
663571	215
286745	213
517912	216
53612	203
423450	215
360062	214
109335	210
98465	211
417054	215
346359	215
516644	215
493506	215
58561	208
210577	212
13895	182
207222	213
150456	213
26677	191
1013394	215
192538	212
6887	159
546991	215
69908	208
95822	210
290976	215
1034155	214
295766	213
75815	211
635619	216
390080	214
51157	205
175401	211
25603	190
127336	209
293642	214
113383	210
64744	205
341435	214
136296	211
375889	215
454724	214
2296149	216
204584	213
83814	205
26077	196
355154	214
754913	216
958910	215
100255	208
86845	206
153157	213
454332	215
565400	215
137917	207
232460	212
324350	215
23756	192
305474	213
310572	214
4216	161
8723	174
17885	183
365667	214
1901627	215
49597	198
253915	214
12346	183
505937	214
222746	214
21273	187
109278	210
283307	212
295364	215
350070	213
28144	198
343958	215
440960	214
149855	213
176862	212
149038	211
63570	208
262581	213
62355	204
667788	214
68238	208
449165	215
35728	205
26974	193
57335	205
283895	213
83456	209
224477	214
625766	214
124629	209
49326	207
558727	215
229278	214
166554	214
295375	214
363785	213
124580	211
295575	212
58098	208
1464	114
481304	214
38335	199
117857	212
89361	210
3377	155
68710	205
1003332	215
132251	210
139343	209
257481	211
32803	197
532539	215
140521	210
539654	215
202649	211
483899	215
733634	215
10068	182
465755	215
406569	215
439807	215
68851	209
737635	214
240105	214
72081	208
164648	213
784533	215
79010	205
215431	212
10878	183
53575	203
346803	215
198279	212
983146	215
58426	205
149370	214
4056	150
182221	213
215496	213
10206	177
618368	215
661187	215
40680	199
217577	212
255033	212
139460	209
271294	215
214993	211
381436	215
381284	215
641719	214
76642	206
902585	215
8552	174
264582	215
345633	215
666793	216
162761	210
1147089	215
486559	214
699678	215
51600	201
522536	215
52447	202
621204	215
552756	215
407909	214
434581	214
2138393	215
147468	212
189650	215
1029559	215
16339	186
266519	214
245075	213
584723	215
167086	209
361777	215
423027	214
219708	213
45911	198
86414	208
1519503	215
1068445	215
440453	215
1446986	215
593762	215
287104	214
382693	212
63783	206
293891	213
144179	214
1715377	215
134511	209
349434	213
200297	213
87376	208
194098	213
348273	216
12828	179
38881	202
629630	215
176623	212
124156	212
317956	215
99504	210
785948	215
491593	214
89199	209
127940	211
9490	180
510249	214
73506	209
1017142	215
196816	214
423630	215
25	19
241647	213
171129	213
38383	197
2718	131
362077	215
465510	215
210497	215
2002415	215
862253	215
63379	208
1234	109
469300	214
